IdNumber,Name,Province,EstablishedDate,ClosingDate,PageError,ParsingError
26559,Grand Joggin,Nova Scotia,1879-08-01T00:00:00Z,1883-02-18T00:00:00Z,,
26560,Grand Lake,Nova Scotia,1895-12-01T00:00:00Z,1907-07-19T00:00:00Z,,
26561,Grand Lake Road,Nova Scotia,1951-08-01T00:00:00Z,,,
26562,Indian Path,Nova Scotia,1919-09-01T00:00:00Z,1950-12-30T00:00:00Z,,
26563,Indian Road,Nova Scotia,1883-07-01T00:00:00Z,1887-04-01T00:00:00Z,,
26564,Inglisville,Nova Scotia,1879-05-01T00:00:00Z,1915-02-28T00:00:00Z,,
26565,Ingomar,Nova Scotia,1873-06-01T00:00:00Z,,,
26566,Ingonish Centre,Nova Scotia,1899-11-01T00:00:00Z,1972-09-30T00:00:00Z,,
26567,Ingram Docks,Nova Scotia,1902-06-01T00:00:00Z,,,
26568,Ingramport,Nova Scotia,1902-06-01T00:00:00Z,1947-09-11T00:00:00Z,,
26569,Little Tancook,Nova Scotia,1905-05-01T00:00:00Z,,,
26572,Liverpool (north end),Nova Scotia,1874-09-01T00:00:00Z,1875-05-01T00:00:00Z,,
26575,Lochaber Mines,Nova Scotia,1900-10-01T00:00:00Z,1930-05-31T00:00:00Z,,
26576,Loch Ban,Nova Scotia,1885-11-01T00:00:00Z,1963-01-15T00:00:00Z,,
26577,Loch Leven,Nova Scotia,1891-12-01T00:00:00Z,,,
26578,Loch Lomond,Nova Scotia,1908-09-01T00:00:00Z,1967-11-15T00:00:00Z,,
26579,New Waterford Sub no. 1,Nova Scotia,1969-06-01T00:00:00Z,1970-02-19T00:00:00Z,,
26580,Martin's Point,Nova Scotia,1876-04-01T00:00:00Z,,,
26581,Phinney Cove,Nova Scotia,1904-08-01T00:00:00Z,1915-05-31T00:00:00Z,,
26585,Pictou Island,Nova Scotia,1881-08-01T00:00:00Z,,,
26586,Pictou Landing,Nova Scotia,1876-04-01T00:00:00Z,1950-05-31T00:00:00Z,,
26587,Grand Mira South,Nova Scotia,1873-07-01T00:00:00Z,1949-06-30T00:00:00Z,,
26589,Grand River West,Nova Scotia,1913-01-01T00:00:00Z,1917-03-31T00:00:00Z,,
26590,Grand Narrows,Nova Scotia,1878-07-01T00:00:00Z,1960-06-15T00:00:00Z,,
26591,Granite Village,Nova Scotia,1894-06-01T00:00:00Z,1907-11-30T00:00:00Z,,
26592,Granville Centre,Nova Scotia,1870-07-01T00:00:00Z,1946-01-31T00:00:00Z,,
26593,Grass Cove,Nova Scotia,1915-07-01T00:00:00Z,1959-02-12T00:00:00Z,,
26595,Green Cove,Nova Scotia,1869-01-01T00:00:00Z,,,
26596,Green Cove,Nova Scotia,1885-01-01T00:00:00Z,1892-07-01T00:00:00Z,,
26597,Greendale,Nova Scotia,1885-09-01T00:00:00Z,1888-04-01T00:00:00Z,,
26598,Inlet Baddeck,Nova Scotia,1905-06-22T00:00:00Z,1946-03-09T00:00:00Z,,
26599,Inverness Asylum,Nova Scotia,1900-07-01T00:00:00Z,,,
26600,Inverness,Nova Scotia,1891-12-01T00:00:00Z,,,
26601,Inverside,Nova Scotia,1923-06-01T00:00:00Z,1958-05-15T00:00:00Z,,
26602,Ireland,Nova Scotia,1888-10-01T00:00:00Z,1896-10-01T00:00:00Z,,
26603,Ireton,Nova Scotia,1883-06-01T00:00:00Z,1915-11-30T00:00:00Z,,
26604,Irish Vale,Nova Scotia,1902-05-01T00:00:00Z,1953-05-09T00:00:00Z,,
26605,Iron Mines,Nova Scotia,1883-06-01T00:00:00Z,1937-10-30T00:00:00Z,,
26606,Iron Ore,Nova Scotia,1884-01-01T00:00:00Z,1930-07-15T00:00:00Z,,
26607,Iron Rock,Nova Scotia,1892-12-01T00:00:00Z,1899-10-01T00:00:00Z,,
26608,Loch Lomond West,Nova Scotia,1895-08-01T00:00:00Z,1941-10-08T00:00:00Z,,
26611,Logan,Nova Scotia,1887-04-01T00:00:00Z,,,
26612,Loganville,Nova Scotia,1870-02-01T00:00:00Z,1959-10-31T00:00:00Z,,
26613,Londonderry Station,Nova Scotia,1874-03-01T00:00:00Z,,,
26614,Long Beach,Nova Scotia,1892-04-01T00:00:00Z,,,
26615,Long Hill,Nova Scotia,1913-10-07T00:00:00Z,1962-03-19T00:00:00Z,,
26617,Marydale,Nova Scotia,1908-02-01T00:00:00Z,1920-01-31T00:00:00Z,,
26618,Mason Point,Nova Scotia,1909-08-01T00:00:00Z,1968-07-13T00:00:00Z,,
26619,Pictou Road,Nova Scotia,1888-02-01T00:00:00Z,1913-09-01T00:00:00Z,,
26621,Pine Grove,Nova Scotia,1922-11-14T00:00:00Z,1931-06-15T00:00:00Z,,
26622,Matheson,Nova Scotia,1874-07-01T00:00:00Z,1938-02-15T00:00:00Z,,
26623,New Waterford-Scotchtown (Sub),Nova Scotia,1935-10-12T00:00:00Z,,,
26625,Mattatall Lake,Nova Scotia,1881-09-01T00:00:00Z,1924-06-30T00:00:00Z,,
26626,Greendale,Nova Scotia,1888-04-01T00:00:00Z,1930-12-31T00:00:00Z,,
26628,Greenfield,Nova Scotia,1888-04-01T00:00:00Z,,,
26630,Green Hill,Nova Scotia,1884-06-01T00:00:00Z,1887-11-03T00:00:00Z,,
26631,Greenland,Nova Scotia,1906-05-01T00:00:00Z,1917-11-30T00:00:00Z,,
26632,Greenvale,Nova Scotia,1895-07-01T00:00:00Z,1934-09-29T00:00:00Z,,
26633,Green's Creek,Nova Scotia,1870-08-01T00:00:00Z,1914-12-31T00:00:00Z,,
26634,Greenville,Nova Scotia,1870-06-01T00:00:00Z,,,
26636,Greenwich,Nova Scotia,1870-09-01T00:00:00Z,1959-07-29T00:00:00Z,,
26637,Isaac's Harbour (East side),Nova Scotia,1874-04-01T00:00:00Z,,,
26638,Island East River,Nova Scotia,1900-05-01T00:00:00Z,1915-01-31T00:00:00Z,,
26639,Island Point,Nova Scotia,1907-03-01T00:00:00Z,1940-04-20T00:00:00Z,,
26640,Island View,Nova Scotia,1871-08-01T00:00:00Z,1960-06-15T00:00:00Z,,
26641,Ivera,Nova Scotia,1895-05-01T00:00:00Z,1937-02-27T00:00:00Z,,
26643,Jackson Road,Nova Scotia,1872-08-01T00:00:00Z,,,
26645,Jacksonville,Nova Scotia,1876-06-01T00:00:00Z,1923-12-15T00:00:00Z,,
26646,Jamesville,Nova Scotia,1886-05-01T00:00:00Z,1959-03-31T00:00:00Z,,
26648,Look Off,Nova Scotia,1911-08-16T00:00:00Z,1917-03-31T00:00:00Z,,
26649,Lorne Station,Nova Scotia,1911-03-01T00:00:00Z,1913-05-31T00:00:00Z,,
26650,Lornevale,Nova Scotia,1883-07-01T00:00:00Z,1901-07-30T00:00:00Z,,
26651,Lorsch,Nova Scotia,1912-12-01T00:00:00Z,1913-02-28T00:00:00Z,,
26652,Lorway Mines,Nova Scotia,1873-06-01T00:00:00Z,,,
26653,Louisburg Road,Nova Scotia,1910-11-01T00:00:00Z,1922-04-30T00:00:00Z,,
26654,Louisville,Nova Scotia,1900-09-01T00:00:00Z,1918-05-31T00:00:00Z,,
26655,Mabou Harbour,Nova Scotia,1870-06-01T00:00:00Z,1933-11-30T00:00:00Z,,
26656,Nappan Station,Nova Scotia,1876-04-01T00:00:00Z,,,
26657,Pine Tree,Nova Scotia,1877-08-01T00:00:00Z,1934-07-14T00:00:00Z,,
26659,Pinkney's Point,Nova Scotia,1899-02-01T00:00:00Z,1948-07-31T00:00:00Z,,
26660,Piper's Cove,Nova Scotia,1888-10-01T00:00:00Z,1960-06-15T00:00:00Z,,
26661,New Yarmouth,Nova Scotia,1897-05-01T00:00:00Z,1937-05-06T00:00:00Z,,
26662,Mavilette,Nova Scotia,1879-11-01T00:00:00Z,,,
26664,Pinedale,Nova Scotia,1885-05-01T00:00:00Z,,,
26665,Pinevale,Nova Scotia,1885-05-01T00:00:00Z,1932-02-29T00:00:00Z,,
26667,Pine Vale,Nova Scotia,1892-05-01T00:00:00Z,,,
26668,Dell's Corners,Nova Scotia,1876-06-01T00:00:00Z,,,
26669,Greenwood,Nova Scotia,1874-06-01T00:00:00Z,1893-05-15T00:00:00Z,,
26672,Gull Cove,Nova Scotia,1886-07-01T00:00:00Z,1920-10-31T00:00:00Z,,
26675,Habitant,Nova Scotia,1907-09-01T00:00:00Z,1913-11-30T00:00:00Z,,
26676,Janvrin Harbour,Nova Scotia,1883-12-01T00:00:00Z,1897-01-01T00:00:00Z,,
26678,Jeddore Oyster Ponds,Nova Scotia,1884-06-01T00:00:00Z,,,
26679,Jersey Cove,Nova Scotia,1903-10-01T00:00:00Z,1958-07-31T00:00:00Z,,
26680,Joggin Bridge,Nova Scotia,1879-08-01T00:00:00Z,1950-01-31T00:00:00Z,,
26681,Johnson Crossing,Nova Scotia,1884-05-01T00:00:00Z,,,
26682,Jollytown,Nova Scotia,1895-10-01T00:00:00Z,,,
26683,Jollimore,Nova Scotia,1923-09-17T00:00:00Z,1964-01-31T00:00:00Z,,
26688,Oakfield,Nova Scotia,1871-03-01T00:00:00Z,1968-06-15T00:00:00Z,,
26689,Nerissa,Nova Scotia,1900-10-01T00:00:00Z,1926-06-30T00:00:00Z,,
26690,Oakland,Nova Scotia,1893-05-01T00:00:00Z,1950-08-29T00:00:00Z,,
26692,Nevada Valley,Nova Scotia,1910-04-01T00:00:00Z,1958-09-15T00:00:00Z,,
26694,Nictaux South,Nova Scotia,1896-04-01T00:00:00Z,1902-08-01T00:00:00Z,,
26695,Pleasant Harbour,Nova Scotia,1878-08-01T00:00:00Z,1963-01-31T00:00:00Z,,
26696,Nictaux West,Nova Scotia,1889-01-01T00:00:00Z,1927-12-15T00:00:00Z,,
26698,Pleasant Lake,Nova Scotia,1874-12-01T00:00:00Z,1958-10-10T00:00:00Z,,
26699,Mayfield,Nova Scotia,1892-02-01T00:00:00Z,1940-09-30T00:00:00Z,,
26700,Greenwood,Nova Scotia,1953-05-04T00:00:00Z,,,
26703,Hainsville,Nova Scotia,1875-11-01T00:00:00Z,,,
26705,Half Way River,Nova Scotia,1882-06-01T00:00:00Z,1891-04-30T00:00:00Z,,
26707,Half Way River,Nova Scotia,1872-11-01T00:00:00Z,,,
26708,Half Way River Station,Nova Scotia,1872-11-01T00:00:00Z,1961-03-21T00:00:00Z,,
26710,"Jordan Bay, East Side",Nova Scotia,1884-08-01T00:00:00Z,,,
26711,Jordanville,Nova Scotia,1922-06-01T00:00:00Z,1968-03-30T00:00:00Z,,
26712,Jubilee,Nova Scotia,1896-05-01T00:00:00Z,1965-09-01T00:00:00Z,,
26713,Judique,Nova Scotia,1908-06-01T00:00:00Z,,,
26714,Judique Chapel,Nova Scotia,1908-06-01T00:00:00Z,,,
26715,Judique South,Nova Scotia,1887-07-01T00:00:00Z,1967-05-31T00:00:00Z,,
26716,Juniper Mount,Nova Scotia,1883-01-01T00:00:00Z,1931-09-19T00:00:00Z,,
26717,Kavanagh Mills,Nova Scotia,1915-06-01T00:00:00Z,1931-12-31T00:00:00Z,,
26719,Oak Park,Nova Scotia,1873-06-01T00:00:00Z,1963-06-04T00:00:00Z,,
26720,Mader's Cove,Nova Scotia,1882-06-01T00:00:00Z,1926-10-06T00:00:00Z,,
26721,New Aberdeen,Nova Scotia,1903-08-01T00:00:00Z,,,
26724,Mainadieu Shore,Nova Scotia,1925-10-23T00:00:00Z,,,
26725,New Bridge,Nova Scotia,1871-07-01T00:00:00Z,1880-02-28T00:00:00Z,,
26726,Main's Road,Nova Scotia,1892-01-01T00:00:00Z,1894-02-28T00:00:00Z,,
26727,Newburn,Nova Scotia,1882-04-01T00:00:00Z,1920-07-03T00:00:00Z,,
26729,Meadow Springs,Nova Scotia,1911-04-01T00:00:00Z,1928-02-29T00:00:00Z,,
26730,Meadows Road,Nova Scotia,1892-04-01T00:00:00Z,1958-09-02T00:00:00Z,,
26733,Meadowvale,Nova Scotia,1897-01-01T00:00:00Z,1932-04-16T00:00:00Z,,
26734,Meadowvale,Nova Scotia,1888-11-01T00:00:00Z,1895-03-31T00:00:00Z,,
26735,Nineveh,Nova Scotia,1914-07-01T00:00:00Z,1947-09-10T00:00:00Z,,
26736,Pleasant Point,Nova Scotia,1870-10-01T00:00:00Z,1950-03-31T00:00:00Z,,
26738,Halifax Armdale Postal Station,Nova Scotia,1878-08-01T00:00:00Z,1883-05-01T00:00:00Z,,
26739,Halifax-Camp Hill,Nova Scotia,1949-04-25T00:00:00Z,1968-07-26T00:00:00Z,,
26740,Halifax Gottingen St. Sub. Office,Nova Scotia,1894-03-01T00:00:00Z,,,
26741,Halifax-South Postal Station,Nova Scotia,1966-03-01T00:00:00Z,,,
26742,Halifax-North End Postal Station,Nova Scotia,1945-07-21T00:00:00Z,,,
26743,Halifax Sub Office no. 21,Nova Scotia,1968-01-23T00:00:00Z,,,
26744,Kedgemakooge,Nova Scotia,1916-07-01T00:00:00Z,1964-09-15T00:00:00Z,,
26745,Keltic Lodge (summer office),Nova Scotia,1947-06-25T00:00:00Z,,,
26746,Keltic Lodge (summer office),Nova Scotia,1947-06-25T00:00:00Z,,,
26747,Kelvin Glen,Nova Scotia,1909-11-01T00:00:00Z,1924-03-31T00:00:00Z,,
26749,Kempt Shore,Nova Scotia,1877-08-01T00:00:00Z,1930-08-18T00:00:00Z,,
26750,Kempt Vale,Nova Scotia,1875-11-01T00:00:00Z,,,
26752,Kenloch,Nova Scotia,1904-07-01T00:00:00Z,1968-06-12T00:00:00Z,,
26753,Maitland M.P.O. 628,Nova Scotia,1944-07-24T00:00:00Z,,,
26754,Odin,Nova Scotia,1887-02-15T00:00:00Z,1937-04-16T00:00:00Z,,
26757,New Chester,Nova Scotia,1911-11-01T00:00:00Z,1954-11-22T00:00:00Z,,
26759,Oland,Nova Scotia,1887-06-16T00:00:00Z,1888-06-30T00:00:00Z,,
26760,Ogelvie,Nova Scotia,1868-12-01T00:00:00Z,1923-06-30T00:00:00Z,,
26761,Pleasant Valley Antigonishe,Nova Scotia,1870-10-01T00:00:00Z,1951-04-30T00:00:00Z,,
26763,Pleasant Valley,Nova Scotia,1869-01-01T00:00:00Z,,,
26765,North Ainslie,Nova Scotia,1891-10-01T00:00:00Z,1967-11-18T00:00:00Z,,
26766,Pleasant Valley,Nova Scotia,1886-06-16T00:00:00Z,1920-05-31T00:00:00Z,,
26767,North Alton,Nova Scotia,1875-04-01T00:00:00Z,1940-01-31T00:00:00Z,,
26768,North Beaver Bank,Nova Scotia,1878-09-01T00:00:00Z,1916-03-01T00:00:00Z,,
26769,Halifax Sub Office no. 3,Nova Scotia,1912-05-21T00:00:00Z,,,
26770,Halifax Sub Office no. 5,Nova Scotia,1904-08-01T00:00:00Z,1917-12-06T00:00:00Z,,
26771,Halifax Sub Office no. 6A,Nova Scotia,1924-07-01T00:00:00Z,1960-09-21T00:00:00Z,,
26772,Halifax Sub no. 8,Nova Scotia,1930-11-03T00:00:00Z,1961-10-23T00:00:00Z,,
26773,Halifax Sub Office no. 9,Nova Scotia,1936-10-23T00:00:00Z,1967-10-31T00:00:00Z,,
26774,Halifax Sub Office no. 10,Nova Scotia,1943-09-21T00:00:00Z,1949-03-09 (temp.),,
26775,Kennetcook,Nova Scotia,1887-03-01T00:00:00Z,,,
26776,Kennetcook Corner,Nova Scotia,1887-03-01T00:00:00Z,,,
26777,Kennington Cove,Nova Scotia,1879-05-01T00:00:00Z,1962-05-16T00:00:00Z,,
26778,Kents Island,Nova Scotia,1870-10-01T00:00:00Z,,,
26782,Keppoch,Nova Scotia,1912-04-01T00:00:00Z,1957-10-31T00:00:00Z,,
26783,Kerrowgare,Nova Scotia,1875-05-01T00:00:00Z,,,
26784,Kilkenny Lake,Nova Scotia,1877-01-01T00:00:00Z,1912-10-31T00:00:00Z,,
26785,Kiltarlity,Nova Scotia,1913-03-01T00:00:00Z,1933-11-15T00:00:00Z,,
26786,King Grove,Nova Scotia,1923-05-01T00:00:00Z,1930-09-13T00:00:00Z,,
26787,McNab's Cove,Nova Scotia,1895-10-01T00:00:00Z,1952-02-29T00:00:00Z,,
26788,Saint Ninian,Nova Scotia,1873-10-01T00:00:00Z,1955-03-31T00:00:00Z,,
26789,Riverside,Nova Scotia,1875-04-01T00:00:00Z,1876-08-01T00:00:00Z,,
26790,McNaughton,Nova Scotia,1898-05-01T00:00:00Z,1934-04-30T00:00:00Z,,
26792,Riverdale,Nova Scotia,1884-09-01T00:00:00Z,1962-04-30T00:00:00Z,,
26793,McNaughton,Nova Scotia,1897-02-01T00:00:00Z,,,
26794,McNeil's Vale,Nova Scotia,1895-08-01T00:00:00Z,1932-02-29T00:00:00Z,,
26795,Riverdale,Nova Scotia,1874-12-01T00:00:00Z,,,
26796,Lower Whitehaven,Nova Scotia,1894-08-01T00:00:00Z,,,
26797,Low Moor,Nova Scotia,1875-05-01T00:00:00Z,1918-03-31T00:00:00Z,,
26800,Lucasville,Nova Scotia,1901-11-08T00:00:00Z,1941-03-31T00:00:00Z,,
26803,Lydgate,Nova Scotia,1894-02-01T00:00:00Z,,,
26806,Upper Scotsburn,Nova Scotia,1894-09-01T00:00:00Z,1915-08-31T00:00:00Z,,
26810,Torbrook East,Nova Scotia,1898-11-01T00:00:00Z,1932-04-16T00:00:00Z,,
26811,Torbrook Mines,Nova Scotia,1892-07-01T00:00:00Z,1948-07-31T00:00:00Z,,
26814,Town Plot,Nova Scotia,1877-10-01T00:00:00Z,,,
26815,Upper Shag Harbour,Nova Scotia,1928-05-01T00:00:00Z,1959-12-30T00:00:00Z,,
26816,Upper Smithfield,Nova Scotia,1900-06-15T00:00:00Z,1959-07-31T00:00:00Z,,
26817,Rear Georgeville,Nova Scotia,1912-07-01T00:00:00Z,1927-09-30T00:00:00Z,,
26818,Rear Judique Chapel,Nova Scotia,1891-10-01T00:00:00Z,1965-01-30T00:00:00Z,,
26822,Rear of Beaver Cove,Nova Scotia,1890-11-01T00:00:00Z,1916-07-31T00:00:00Z,,
26823,Rear of Ben Eoin,Nova Scotia,1884-11-01T00:00:00Z,1902-05-30T00:00:00Z,,
26825,Ste. Rose,Nova Scotia,1885-09-01T00:00:00Z,1960-05-16T00:00:00Z,,
26826,Sable River,Nova Scotia,1891-12-01T00:00:00Z,,,
26833,Salmon River Road,Nova Scotia,1913-02-01T00:00:00Z,1933-12-31T00:00:00Z,,
26835,Shoal Bay,Nova Scotia,1878-08-01T00:00:00Z,,,
26836,Lynn,Nova Scotia,1875-07-01T00:00:00Z,1917-10-31T00:00:00Z,,
26837,Short Beach,Nova Scotia,1897-06-01T00:00:00Z,1919-12-31T00:00:00Z,,
26838,Lyon's Brook,Nova Scotia,1883-09-01T00:00:00Z,1945-11-30T00:00:00Z,,
26840,Shunacadie,Nova Scotia,1873-11-01T00:00:00Z,1961-03-11T00:00:00Z,,
26841,Silica Lake,Nova Scotia,1912-10-01T00:00:00Z,1923-11-30T00:00:00Z,,
26842,Simpson Corner,Nova Scotia,1903-09-01T00:00:00Z,1942-06-20T00:00:00Z,,
26843,Tarbot,Nova Scotia,1888-10-01T00:00:00Z,1952-11-15T00:00:00Z,,
26844,Upper Springfield,Nova Scotia,1892-08-01T00:00:00Z,1947-12-31T00:00:00Z,,
26846,Upper Tantallon,Nova Scotia,1914-11-01T00:00:00Z,1947-08-16T00:00:00Z,,
26849,Springhill,Nova Scotia,1873-02-01T00:00:00Z,,,
26850,Town Plot,Nova Scotia,1894-09-01T00:00:00Z,1913-04-30T00:00:00Z,,
26852,Port Howe,Nova Scotia,1883-04-01T00:00:00Z,,,
26853,Morganville,Nova Scotia,1899-04-01T00:00:00Z,1953-12-31T00:00:00Z,,
26855,Rear of East Bay,Nova Scotia,1902-06-01T00:00:00Z,1928-12-31T00:00:00Z,,
26856,Morley Road,Nova Scotia,1878-09-16T00:00:00Z,1881-01-01T00:00:00Z,,
26857,Rear of Little Judique,Nova Scotia,1873-10-01T00:00:00Z,,,
26858,Salt Springs,Nova Scotia,1885-10-01T00:00:00Z,1949-10-08T00:00:00Z,,
26859,Sampson Cove,Nova Scotia,1925-07-13T00:00:00Z,,,
26860,Samsonville,Nova Scotia,1905-05-01T00:00:00Z,1956-07-21T00:00:00Z,,
26861,Sand Beach,Nova Scotia,1871-11-01T00:00:00Z,1919-05-15T00:00:00Z,,
26862,Sandford,Nova Scotia,1881-02-01T00:00:00Z,1917-02-28T00:00:00Z,,
26864,Sand River,Nova Scotia,1883-05-01T00:00:00Z,1918-10-22T00:00:00Z,,
26865,Sandville,Nova Scotia,1912-04-01T00:00:00Z,1947-12-15T00:00:00Z,,
26866,Sandy Beaches,Nova Scotia,1868-07-01T00:00:00Z,,,
26867,Uniacke Mines,Nova Scotia,1902-06-01T00:00:00Z,1905-03-28T00:00:00Z,,
26868,Union Centre,Nova Scotia,1900-07-01T00:00:00Z,1903-03-04T00:00:00Z,,
26869,Simpson Lake,Nova Scotia,1928-02-16T00:00:00Z,1931-12-31T00:00:00Z,,
26870,Sissiboo Falls,Nova Scotia,1899-12-01T00:00:00Z,1963-01-31T00:00:00Z,,
26874,Upper Barneys River,Nova Scotia,1913-03-01T00:00:00Z,1931-12-31T00:00:00Z,,
26875,Tarbotvale,Nova Scotia,1895-05-01T00:00:00Z,1898-09-01T00:00:00Z,,
26876,Truro Sub no. 1,Nova Scotia,1963-02-02T00:00:00Z,,,
26878,West Linden,Nova Scotia,1907-08-01T00:00:00Z,1914-04-30T00:00:00Z,,
26880,Upper West Pubnico,Nova Scotia,1923-10-18T00:00:00Z,1952-11-19T00:00:00Z,,
26882,Upper Whitehead,Nova Scotia,1900-10-10T00:00:00Z,1969-06-18T00:00:00Z,,
26883,Spry Bay,Nova Scotia,1923-11-22T00:00:00Z,,,
26884,Tracadie Road,Nova Scotia,1900-06-15T00:00:00Z,1932-02-29T00:00:00Z,,
26885,Spryfield,Nova Scotia,1882-06-01T00:00:00Z,1891-06-30T00:00:00Z,,
26886,Tremont,Nova Scotia,1889-09-01T00:00:00Z,1932-04-16T00:00:00Z,,
26887,Morris Island,Nova Scotia,1900-10-16T00:00:00Z,1931-10-17T00:00:00Z,,
26888,Morrison,Nova Scotia,1900-05-01T00:00:00Z,1964-10-31T00:00:00Z,,
26893,Mortonville,Nova Scotia,1871-10-01T00:00:00Z,1883-04-01T00:00:00Z,,
26896,Morvan,Nova Scotia,1892-02-01T00:00:00Z,1936-09-15T00:00:00Z,,
26897,Sarty's,Nova Scotia,1900-07-01T00:00:00Z,1935-07-24T00:00:00Z,,
26898,Saulnierville Station,Nova Scotia,1890-06-01T00:00:00Z,1960-02-11T00:00:00Z,,
26900,Saxon Street,Nova Scotia,1892-11-01T00:00:00Z,,,
26901,Scarsdale,Nova Scotia,1899-04-01T00:00:00Z,1933-11-15T00:00:00Z,,
26902,McNutt's Island,Nova Scotia,1892-01-01T00:00:00Z,1940-05-31T00:00:00Z,,
26903,Scotch Hill,Nova Scotia,1901-07-01T00:00:00Z,1931-12-31T00:00:00Z,,
26904,McPhee's Corner,Nova Scotia,1902-05-01T00:00:00Z,1934-11-30T00:00:00Z,,
26905,Scotch Hill East,Nova Scotia,1908-03-01T00:00:00Z,1934-07-31T00:00:00Z,,
26906,Scotch Lake,Nova Scotia,1893-07-01T00:00:00Z,1953-01-17T00:00:00Z,,
26907,Upper Blandford,Nova Scotia,1911-09-19T00:00:00Z,1951-11-30T00:00:00Z,,
26908,Tufts Cove,Nova Scotia,1922-07-24T00:00:00Z,1961-04-01T00:00:00Z,,
26909,Upper Brookfield,Nova Scotia,1903-04-01T00:00:00Z,1905-10-23T00:00:00Z,,
26910,Upper Brookside,Nova Scotia,1895-10-01T00:00:00Z,1897-05-28T00:00:00Z,,
26913,Upper Caledonia,Nova Scotia,1877-10-01T00:00:00Z,,,
26915,Upper Clarence,Nova Scotia,1876-06-01T00:00:00Z,1914-05-31T00:00:00Z,,
26916,Tusket Falls,Nova Scotia,1897-08-01T00:00:00Z,1914-06-30T00:00:00Z,,
26917,Middle Caledonia,Nova Scotia,1888-01-01T00:00:00Z,1897-01-01T00:00:00Z,,
26918,Middle Cape,Nova Scotia,1882-06-01T00:00:00Z,1953-05-09T00:00:00Z,,
26919,North Greenville,Nova Scotia,1885-10-01T00:00:00Z,1913-05-31T00:00:00Z,,
26920,Middle Clyde River,Nova Scotia,1873-07-01T00:00:00Z,1922-10-31T00:00:00Z,,
26921,North Gut St. Ann's,Nova Scotia,1883-08-01T00:00:00Z,1952-11-15T00:00:00Z,,
26922,Middle East Pubnico,Nova Scotia,1899-05-01T00:00:00Z,,,
26923,Middlefield,Nova Scotia,1886-02-01T00:00:00Z,,,
26924,North Intervale,Nova Scotia,1882-07-01T00:00:00Z,1948-11-13T00:00:00Z,,
26925,North Kemptville,Nova Scotia,1898-05-01T00:00:00Z,1919-06-30T00:00:00Z,,
26927,Port Mulgrave Station,Nova Scotia,1893-02-01T00:00:00Z,,,
26928,Port Philip,Nova Scotia,1928-11-01T00:00:00Z,1931-07-31T00:00:00Z,,
26929,Portree,Nova Scotia,1912-11-01T00:00:00Z,1966-11-15T00:00:00Z,,
26930,Reidvale,Nova Scotia,1916-02-01T00:00:00Z,1927-12-31T00:00:00Z,,
26931,Reidway,Nova Scotia,1887-01-01T00:00:00Z,1916-02-28T00:00:00Z,,
26932,Moser River,Nova Scotia,1873-08-01T00:00:00Z,,,
26933,Mosher's Corner,Nova Scotia,1892-09-01T00:00:00Z,1945-07-11T00:00:00Z,,
26934,Scotchtown,Nova Scotia,1935-10-12T00:00:00Z,,,
26936,Scotsburn Station,Nova Scotia,1891-12-01T00:00:00Z,,,
26937,Scotsville (Revenue),Nova Scotia,1869-08-01T00:00:00Z,,,
26939,Scott's Bay Road,Nova Scotia,1877-08-01T00:00:00Z,1917-03-31T00:00:00Z,,
26940,McPherson's Ferry,Nova Scotia,1919-07-01T00:00:00Z,1960-04-30T00:00:00Z,,
26942,Lovat,Nova Scotia,1879-10-01T00:00:00Z,1915-11-30T00:00:00Z,,
26946,Upper Elmfield,Nova Scotia,1912-11-01T00:00:00Z,1915-08-31T00:00:00Z,,
26947,Taylor's Head,Nova Scotia,1889-02-01T00:00:00Z,1951-02-14T00:00:00Z,,
26948,Telford,Nova Scotia,1893-10-01T00:00:00Z,1932-03-31T00:00:00Z,,
26949,Upper Falmouth,Nova Scotia,1901-09-21T00:00:00Z,1947-09-30T00:00:00Z,,
26950,Sky Mountain,Nova Scotia,1884-08-01T00:00:00Z,1929-05-15T00:00:00Z,,
26951,Upper Fort Lawrence,Nova Scotia,1884-08-01T00:00:00Z,1912-11-30T00:00:00Z,,
26953,North Meiklefield,Nova Scotia,1908-12-01T00:00:00Z,1934-09-29T00:00:00Z,,
26955,North Noel Road,Nova Scotia,1922-12-01T00:00:00Z,,,
26956,Middle Ohio,Nova Scotia,1873-07-01T00:00:00Z,1923-11-30T00:00:00Z,,
26958,Middle Porter's Lake,Nova Scotia,1878-08-01T00:00:00Z,1887-12-31T00:00:00Z,,
26960,Mossman's Grant,Nova Scotia,1873-06-01T00:00:00Z,,,
26961,Reserve Mines,Nova Scotia,1873-03-01T00:00:00Z,1883-04-30T00:00:00Z,,
26962,Mountain Road,Nova Scotia,1883-11-01T00:00:00Z,1915-04-30T00:00:00Z,,
26963,Mount Auburn,Nova Scotia,1909-06-01T00:00:00Z,1967-11-15T00:00:00Z,,
26964,Reynard's Bridge,Nova Scotia,1897-08-01T00:00:00Z,1914-06-30T00:00:00Z,,
26965,Reynardton,Nova Scotia,1876-10-01T00:00:00Z,1897-07-31T00:00:00Z,,
26966,Mount Borden,Nova Scotia,1914-11-01T00:00:00Z,1923-04-14T00:00:00Z,,
26967,Mount Cussack,Nova Scotia,1884-08-01T00:00:00Z,1897-07-31T00:00:00Z,,
